id,name,genus,type_1,type_2,color,generation,pokedex_entry
970,glimmora,Ore Pokémon,rock,poison,blue,generation-ix,"When this Pokémon detects danger, it will open up its crystalline petals and fire beams from its conical body."
971,greavard,Ghost Dog Pokémon,ghost,,white,generation-ix,It is said that a dog Pokémon that died in the wild without ever interacting with a human was reborn as this Pokémon.
972,houndstone,Ghost Dog Pokémon,ghost,,white,generation-ix,"Houndstone spends most of its time sleeping in graveyards. Among all the dog Pokémon, this one is most loyal to its master."
973,flamigo,Synchronize Pokémon,flying,fighting,pink,generation-ix,This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak.
974,cetoddle,Terra Whale Pokémon,ice,,white,generation-ix,This species left the ocean and began living on land a very long time ago. It seems to be closely related to Wailmer.
975,cetitan,Terra Whale Pokémon,ice,,white,generation-ix,"This Pokémon wanders around snowy, icy areas. It protects its body with powerful muscles and a thick layer of fat under its skin."
976,veluza,Jettison Pokémon,water,psychic,gray,generation-ix,"When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. The spare flesh has a mild but delicious flavor."
977,dondozo,Big Catfish Pokémon,water,,blue,generation-ix,"This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey."
978,tatsugiri,Mimicry Pokémon,,,pink,generation-ix,This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.
979,annihilape,Rage Monkey Pokémon,fighting,ghost,gray,generation-ix,"When its anger rose beyond a critical point, this Pokémon gained power that is unfettered by the limits of its physical body."
980,clodsire,Spiny Fish Pokémon,poison,ground,brown,generation-ix,"When attacked, this Pokémon will retaliate by sticking thick spines out from its body. It’s a risky move that puts everything on the line."
981,farigiraf,Long Neck Pokémon,normal,psychic,brown,generation-ix,"Now that the brain waves from the head and tail are synced up, the psychic power of this Pokémon is 10 times stronger than Girafarig’s."
982,dudunsparce,Land Snake Pokémon,,,yellow,generation-ix,This Pokémon uses its hard tail to make its nest by boring holes into bedrock deep underground. The nest can reach lengths of over six miles.
983,kingambit,Big Blade Pokémon,dark,steel,black,generation-ix,Only a Bisharp that stands above all others in its vast army can evolve into Kingambit.
984,great-tusk,Paradox Pokémon,ground,fighting,purple,generation-ix,Sightings of this Pokémon have occurred in recent years. The name Great Tusk was taken from a creature listed in a certain book.
985,scream-tail,Paradox Pokémon,fairy,psychic,pink,generation-ix,There has been only one reported sighting of this Pokémon. It resembles a mysterious creature depicted in an old expedition journal.
986,brute-bonnet,Paradox Pokémon,grass,dark,gray,generation-ix,It is possible that the creature listed as Brute Bonnet in a certain book could actually be this Pokémon.
987,flutter-mane,Paradox Pokémon,ghost,fairy,gray,generation-ix,"This Pokémon has characteristics similar to those of Flutter Mane, a creature mentioned in a certain book."
988,slither-wing,Paradox Pokémon,bug,fighting,red,generation-ix,This mysterious Pokémon has some similarities to a creature that an old book introduced as Slither Wing.
989,sandy-shocks,Paradox Pokémon,electric,ground,gray,generation-ix,"No records exist of this Pokémon being caught. Data is lacking, but the Pokémon’s traits match up with a creature shown in an expedition journal."
990,iron-treads,Paradox Pokémon,ground,steel,gray,generation-ix,This Pokémon closely resembles a scientific weapon that a paranormal magazine claimed was sent to this planet by aliens.
991,iron-bundle,Paradox Pokémon,ice,water,red,generation-ix,Its shape is similar to a robot featured in a paranormal magazine article. The robot was said to have been created by an ancient civilization.
992,iron-hands,Paradox Pokémon,fighting,electric,gray,generation-ix,It is very similar to a cyborg covered exclusively by a paranormal magazine. The cyborg was said to be the modified form of a certain athlete.
993,iron-jugulis,Paradox Pokémon,dark,flying,blue,generation-ix,"It resembles a certain Pokémon introduced in a paranormal magazine, described as the offspring of a Hydreigon that fell in love with a robot."
994,iron-moth,Paradox Pokémon,fire,poison,yellow,generation-ix,This Pokémon resembles an unknown object described in a paranormal magazine as a UFO sent to observe humanity.
995,iron-thorns,Paradox Pokémon,rock,electric,green,generation-ix,It has some similarities to a Pokémon introduced in a dubious magazine as a Tyranitar from one billion years into the future.
996,frigibax,Ice Fin Pokémon,dragon,ice,gray,generation-ix,"Frigibax absorbs heat through its dorsal fin and converts the heat into ice energy. The higher the temperature, the more energy Frigibax stores."
997,arctibax,Ice Fin Pokémon,dragon,ice,gray,generation-ix,"Arctibax freezes the air around it, protecting its face with an ice mask and turning its dorsal fin into a blade of ice."
998,baxcalibur,Ice Dragon Pokémon,dragon,ice,gray,generation-ix,This Pokémon blasts cryogenic air out from its mouth. This air can instantly freeze even liquid-hot lava.
999,gimmighoul,Coin Chest Pokémon,ghost,,brown,generation-ix,"This Pokémon was born inside a treasure chest about 1,500 years ago. It sucks the life-force out of scoundrels who try to steal the treasure."
1000,gholdengo,Coin Entity Pokémon,steel,ghost,yellow,generation-ix,"Its body seems to be made up of 1,000 coins. This Pokémon gets along well with others and is quick to make friends with anybody."
1001,wo-chien,Ruinous Pokémon,dark,grass,brown,generation-ix,The grudge of a person punished for writing the king’s evil deeds upon wooden tablets has clad itself in dead leaves to become a Pokémon.
1002,chien-pao,Ruinous Pokémon,dark,ice,white,generation-ix,This Pokémon can control 100 tons of fallen snow. It plays around innocently by leaping in and out of avalanches it has caused.
1003,ting-lu,Ruinous Pokémon,dark,ground,brown,generation-ix,The fear poured into an ancient ritual vessel has clad itself in rocks and dirt to become a Pokémon.
1004,chi-yu,Ruinous Pokémon,dark,fire,red,generation-ix,"It controls flames burning at over 5,400 degrees Fahrenheit. It casually swims through the sea of lava it creates by melting rock and sand."
1005,roaring-moon,Paradox Pokémon,dragon,dark,green,generation-ix,It is possible that this is the creature listed as Roaring Moon in an expedition journal that still holds many mysteries.
1006,iron-valiant,Paradox Pokémon,fairy,fighting,white,generation-ix,It has some similarities to a mad scientist’s invention covered in a paranormal magazine.
1007,koraidon,Paradox Pokémon,fighting,dragon,red,generation-ix,This seems to be the Winged King mentioned in an old expedition journal. It was said to have split the land with its bare fists.
1008,miraidon,Paradox Pokémon,electric,dragon,blue,generation-ix,"Much remains unknown about this creature. It resembles Cyclizar, but it is far more ruthless and powerful."
1009,walking-wake,Paradox Pokémon,water,dragon,blue,generation-ix,This ferocious creature is shrouded in mystery. It's named after an aquatic monster mentioned in an old expedition journal.
1010,iron-leaves,Paradox Pokémon,grass,psychic,green,generation-ix,Many of its physical characteristics match those of a Virizion from the future that was covered in a paranormal magazine.
1011,dipplin,Candy Apple Pokémon,grass,dragon,green,generation-ix,Dipplin is two creatures in one Pokémon. Its evolution was triggered by a special apple grown only in one place.
1012,poltchageist,Matcha Pokémon,grass,ghost,green,generation-ix,"Supposedly, the regrets of a tea ceremony master who died before perfecting his craft lingered in some matcha and became a Pokémon."
1013,sinistcha,Matcha Pokémon,grass,ghost,green,generation-ix,"It pretends to be tea, trying to fool people into drinking it so it can drain their life-force. Its ruse is generally unsuccessful."
1014,okidogi,Retainer Pokémon,poison,fighting,black,generation-ix,"After all its muscles were stimulated by the toxic chain around its neck, Okidogi transformed and gained a powerful physique."
1015,munkidori,Retainer Pokémon,poison,psychic,black,generation-ix,The chain is made from toxins that enhance capabilities. It stimulated Munkidori's brain and caused the Pokémon's psychic powers to bloom.
1016,fezandipiti,Retainer Pokémon,poison,fairy,black,generation-ix,Fezandipiti owes its beautiful looks and lovely voice to the toxic stimulants emanating from the chain wrapped around its body.
1017,ogerpon,Mask Pokémon,grass,,green,generation-ix,This Pokémon's type changes based on which mask it's wearing. It confounds its enemies with nimble movements and kicks.
1018,archaludon,Alloy Pokémon,steel,dragon,white,generation-ix,It gathers static electricity from its surroundings. The beams it launches when down on all fours are tremendously powerful.
1019,hydrapple,Apple Hydra Pokémon,grass,dragon,green,generation-ix,Seven syrpents live inside an apple made of syrup. The syrpent in the center is the commander.
1020,gouging-fire,Paradox Pokémon,fire,dragon,brown,generation-ix,There are scant few reports of this creature being sighted. One short video shows it rampaging and spouting pillars of flame.
1021,raging-bolt,Paradox Pokémon,electric,dragon,yellow,generation-ix,It's said to incinerate everything around it with lightning launched from its fur. Very little is known about this creature.
1022,iron-boulder,Paradox Pokémon,rock,psychic,gray,generation-ix,It resembles a Pokémon described in a dubious magazine as a Terrakion that had been modified by an evil organization.
